biz_name,aspect,positive_aspect_count,negative_aspect_count,positive_aspect_ratio
Los Cuates Mexican Food,service,9,0,1.0
Los Betos,ambience,20,16,0.5555555555555556
Edo Japanese Steakhouse,ambience,15,15,0.5
Wok Box,ambience,7,3,0.7
S & H Kebabhouse,food,7,0,1.0
Mother's Restaurant,food,33,23,0.5892857142857143
La Locanda,ambience,16,1,0.9411764705882353
Cold Cut Hut,food,3,3,0.5
Pollo Alegre,food,37,9,0.8043478260869565
The Bayou Cafe,food,39,6,0.8666666666666667
The Tumble Inn,ambience,1,0,1.0
Legends Sports Bar & Grill,food,27,16,0.627906976744186
Furr's Buffet,food,6,1,0.8571428571428571
2 Fat Guys,price,6,1,0.8571428571428571
Schiano's Las Vegas Pizza,ambience,3,2,0.6
EL PASO Mexican Grill,ambience,8,2,0.8
Moonlight Diner,service,67,3,0.9571428571428572
Cafe India,food,13,5,0.7222222222222222
AJ's Pizza Al Fresco,food,6,7,0.46153846153846156
Uncle Greg's Smokin' BBQ,price,9,1,0.9
La Usuluteca,price,8,0,1.0
China Palace,price,11,0,1.0
Quality Pizza,service,2,0,1.0
Sumo Sushi,price,28,1,0.9655172413793104
Angelo's Luncheonette,service,24,2,0.9230769230769231
American Townhouse,ambience,4,0,1.0
Tavern '96,service,26,7,0.7878787878787878
Bocca,service,24,1,0.96
Garden Restaurant,service,6,0,1.0
Ocean Breeze Lounge & Tapas Grille,service,4,1,0.8
Sunshine Cafe,service,8,1,0.8888888888888888
East Nashville BBQ Company,food,22,7,0.7586206896551724
Chong's Dumpling House,service,12,3,0.8
Pad Thai Noodle Cafe,service,5,0,1.0
Kiwami Ramen,service,80,5,0.9411764705882353
Hardee's,price,10,2,0.8333333333333334
The Eagles Golf Club,food,35,8,0.813953488372093
Grand Wok,food,21,4,0.84
Craft Manayunk,price,17,8,0.68
Riliberto's Fresh Mexican Food,ambience,14,7,0.6666666666666666
Kona Grill,ambience,53,9,0.8548387096774194
Coffee Times Drive,price,37,1,0.9736842105263158
Wok Street,ambience,6,1,0.8571428571428571
Maru Sushi and Bar,food,21,1,0.9545454545454546
Dotson's Restaurant,price,5,0,1.0
Pho Kim,ambience,5,2,0.7142857142857143
Velvet Taco,price,0,1,0.0
Detour American Grille & Bar,price,3,3,0.5
Nice Chinese Restaurant,service,9,1,0.9
Liu Shun Wok,ambience,6,0,1.0
The Pale Horse Restaurant,food,26,9,0.7428571428571429
AM@FM,ambience,16,0,1.0
Four Seasons Market,service,6,1,0.8571428571428571
Whole and Grounded Cafe,service,6,1,0.8571428571428571
Sea Lect Seafood,service,14,2,0.875
Snap Custom Pizza & Salads,service,27,4,0.8709677419354839
China King Chinese & Sushi Buffet,ambience,3,2,0.6
Sorrento Pizzeria And Grill,food,4,6,0.4
Super Wok,ambience,6,1,0.8571428571428571
Maria's Taqueria,ambience,1,0,1.0
Pedalers Deli,price,3,0,1.0
Fiesta Mex Restaurant,service,3,2,0.6
Salsas Por El Lago,ambience,1,2,0.3333333333333333
1904 Steakhouse,price,7,4,0.6363636363636364
Mickey Roos,service,14,1,0.9333333333333333
Mother's Restaurant,price,2,3,0.4
Manny's Steaks & Burgers,price,1,0,1.0
Taziki's Mediterranean Cafe - Hermitage,price,6,1,0.8571428571428571
I Love Salad,,13,2,0.8666666666666667
The Pfunky Griddle,,64,14,0.8205128205128205
Red Habanero,,51,11,0.8225806451612904
Maroosh Halal,,14,0,1.0
State Street Steak & Seafood,,15,0,1.0
Great Basin Brewing - Reno,,129,29,0.8164556962025317
California Tortilla,,16,7,0.6956521739130435
Anello,,40,3,0.9302325581395349
Poke Loa,,44,5,0.8979591836734694
Revel Kitchen,,29,3,0.90625
Doc's Irish Pub,,14,7,0.6666666666666666
Ahi Sushi,,45,12,0.7894736842105263
Tibby's New Orleans Kitchen,,137,14,0.9072847682119205
Blood & Sand,,105,11,0.9051724137931034
Pionic Pizza and Pasta,,69,16,0.8117647058823529
Ten For Thai Esane,,71,9,0.8875
Japonais Bistro,,34,6,0.85
Sushi Cafe,,49,10,0.8305084745762712
Rum River Bar & Grill,,14,0,1.0
Smoke BBQ,,42,3,0.9333333333333333
Lucha Cartel,,124,28,0.8157894736842105
Noble Pie Parlor - Midtown Reno,,116,26,0.8169014084507042
Captain D's,,7,7,0.5
The Copperfield Inn at Lakeside,,14,2,0.875
The Refinery,,158,30,0.8404255319148937
Retreat Gastropub,,171,23,0.8814432989690721
Goody Goody Diner,price,22,0,1.0
Mirim Japanese and Korean Restaurant,,42,9,0.8235294117647058
Mike's Famous Steaks & Subs,,4,0,1.0
Grants Neighborhood Grill,,45,5,0.9
TaKorean,,4,1,0.8
McAlister's Deli,,56,17,0.7671232876712328
The Refinery at SugarHouse Casino,,4,0,1.0
Takka Grill & Shrimpie's,food,20,9,0.6896551724137931
Chinese Delight,ambience,12,3,0.8
Denise's Delicacies,,19,0,1.0
Hong Kong,,14,2,0.875
Gallagher's II Family Restaurant,,5,4,0.5555555555555556
Patrick's Bistreaux,,19,4,0.8260869565217391
Delux Burger Bar,,28,8,0.7777777777777778
Berri Yummi Frozen Yogurt,,3,0,1.0
The Continental,,13,2,0.8666666666666667
The Green Onion,,0,1,0.0
Fishers Test Kitchen,,13,2,0.8666666666666667
Yo Yo Sushi,,1,0,1.0
Jordan's Fish. Chicken. Gyros.,,9,4,0.6923076923076923
Ricco's Pizza,,14,2,0.875
Metro Nightclub & Restaurant,,10,2,0.8333333333333334
Julis Mexican Restaurant,,3,0,1.0
Auggie's Pizzeria,,8,1,0.8888888888888888
So Korean Grill,,24,2,0.9230769230769231
Johnny Longhots,,17,4,0.8095238095238095
Lanova Pizza Exp & Halal Grill,,2,1,0.6666666666666666
Tin Drum Asia Cafe,,18,2,0.9
Kabuke Japanese Steak House,,9,0,1.0
Heng's Thai Express,service,10,0,1.0
The Optimist - Nashville,,57,5,0.9193548387096774
Pepe's Latin Cafe,,3,1,0.75
Coffee & 3,,1,0,1.0
Mr. C's Grilled Cheese,,6,4,0.6
Pasquale's Pizza,,7,3,0.7
Oobatz Restaurant,,7,2,0.7777777777777778
Brocato's Eat Dat,,1,0,1.0
KC Chinese Rotisserie Restaurant,service,15,0,1.0
Bertucci's Italian Restaurant,ambience,101,36,0.7372262773722628
MIZU Sushi Bar,service,75,2,0.974025974025974
Luke's Lobster Market East,food,57,9,0.8636363636363636
Brown Butter Southern Kitchen & Bar,food,614,123,0.8331071913161465
El Azteca Uno,price,61,4,0.9384615384615385
The Palace Grill,food,2278,460,0.8319941563184806
Viva Chicken,food,85,14,0.8585858585858586
Hearthstone Bistro,ambience,44,5,0.8979591836734694
Joey's New York Pizza and Italian Restaurant,service,176,40,0.8148148148148148
P.F. Chang's,food,655,227,0.7426303854875284
Weber Grill Restaurant,food,350,145,0.7070707070707071
Koreana,ambience,71,16,0.8160919540229885
500 Degrees,price,62,12,0.8378378378378378
Thario's Kitchen,ambience,67,0,1.0
Chili's Texas Grill,food,62,27,0.6966292134831461
India's Grill Tampa,ambience,70,20,0.7777777777777778
Bison Witches Bar & Deli,ambience,106,30,0.7794117647058824
PJ's Oyster Bar,price,84,8,0.9130434782608695
Mimi's Cafe,food,128,33,0.7950310559006211
First Wok,food,47,12,0.7966101694915254
King Chef Chinese Restaurant,food,69,32,0.6831683168316832
Huck Finn's Cafe,food,628,213,0.746730083234245
Ted's Montana Grill - Traders Point,ambience,77,10,0.8850574712643678
Fuel,food,356,117,0.7526427061310782
Jun Dynasty Chinese Restaurant,food,588,127,0.8223776223776224
Crescent Pie & Sausage Co,food,308,51,0.8579387186629527
Stella!,food,389,84,0.8224101479915433
How Do You Roll?,food,25,9,0.7352941176470589
Daddypops,ambience,57,14,0.8028169014084507
Taste of the Islands Restaurant,service,11,6,0.6470588235294118
Chubby's Fox Chase Deli,food,82,3,0.9647058823529412
Starbucks,food,443,144,0.7546848381601363
Mendoza's Bar & Grill,food,33,6,0.8461538461538461
Balkan Express Restaurant,food,127,20,0.8639455782312925
Hoshun Restaurant,ambience,111,24,0.8222222222222222
Peel Wood Fired Pizza,ambience,96,20,0.8275862068965517
Market 16 Noodle Bar,food,16,26,0.38095238095238093
Uglesich Restaurant & Bar,price,0,0,
State Street Steak & Seafood,food,51,16,0.7611940298507462
Yamato Japanese Steakhouse & Sushi Bar,service,103,19,0.8442622950819673
The Boiling House,ambience,57,15,0.7916666666666666
ABC Seafood Chinese Restaurant,price,26,1,0.9629629629629629
Joey's New York Pizza and Italian Restaurant,price,105,4,0.963302752293578
Thai Aroy Dee,price,18,0,1.0
Café L'Aube,food,111,7,0.940677966101695
J & J Seafood,service,12,1,0.9230769230769231
Mas Tacos Por Favor,ambience,271,45,0.8575949367088608
Sal Y Mar,service,57,29,0.6627906976744186
Limoncello Ristorante & Caterers,service,316,25,0.9266862170087976
Skyway Jack's,service,147,11,0.930379746835443
Indian Villa Cuisine,price,2,0,1.0
Our Family Cafe,food,78,9,0.896551724137931
The Iron Skillet,food,121,18,0.8705035971223022
Hardee's,ambience,20,6,0.7692307692307693
Ponzo's Italian Food,food,185,27,0.8726415094339622
Granadino's Italian Restaurant,food,91,18,0.8348623853211009
Alfano's Restaurant,food,127,22,0.8523489932885906
The Russian Tea Room,ambience,2,0,1.0
Cafe Blue Moose,service,234,13,0.9473684210526315
L'Angolo Blue,service,31,9,0.775
Crust N' Fire,food,53,24,0.6883116883116883
Cafe Los Arcos,food,12,7,0.631578947368421
Uno Más Street Tacos + Spirits,ambience,25,4,0.8620689655172413
The Claddagh Irish Pub - Plainfield,price,32,3,0.9142857142857143
Sachiko Sushi,food,480,76,0.8633093525179856
Bandana's Bar-B Q - St. Ann,ambience,43,2,0.9555555555555556
Bella Napoli Pizzeria,service,233,23,0.91015625
Umai Japanese Restaurant,food,358,28,0.927461139896373
Fiesta Azteca,ambience,11,2,0.8461538461538461
M.O.M.'s  Maxwell's on Main,service,154,21,0.88
Maya Quetzal,food,131,36,0.7844311377245509
The Village Pub - Swedesboro,food,229,32,0.8773946360153256
Toast,ambience,180,30,0.8571428571428571
Crisp,food,66,5,0.9295774647887324
Guilli's Pizza & Mexican Cuisine,food,145,14,0.9119496855345912
Chicago Express,food,42,7,0.8571428571428571
Louie's Pizza and Italian Restaurant,food,154,45,0.7738693467336684
JB's Pour House,service,145,25,0.8529411764705882
Lucky Fins Seafood Grill,service,226,23,0.9076305220883534
Terrain Cafe - Devon,food,219,63,0.776595744680851
China Bistro,food,102,9,0.918918918918919
Taqueria La Morena,service,90,6,0.9375
State & Lemp,price,11,3,0.7857142857142857
Bro's Cajun Cuisine,price,13,2,0.8666666666666667
Walkers Restaurant and Bar,food,59,13,0.8194444444444444
Semo's Cart,food,13,3,0.8125
Crafted Palette,ambience,69,3,0.9583333333333334
Faedo Family Bakery,service,9,2,0.8181818181818182
Sperry's Restaurant,ambience,122,23,0.8413793103448276
Bodhi Coffee,food,111,26,0.8102189781021898
Masalaz Restaurant,food,33,0,1.0
Hank's Smoked Briskets,service,43,8,0.8431372549019608
Tan's Tasty Cakes,food,27,4,0.8709677419354839
Toups Meatery,price,62,24,0.7209302325581395
Romano Italian Street Food,price,14,1,0.9333333333333333
Oak Street Bistro,price,6,0,1.0
Hathaway's Diner,ambience,30,0,1.0
American Eat Company,ambience,95,10,0.9047619047619048
Hunan Wok Philly,food,14,10,0.5833333333333334
Kopper Kitchen,food,103,27,0.7923076923076923
Petite Chou,service,49,11,0.8166666666666667
Brazie's Italian Restaurant,service,32,2,0.9411764705882353
California Tacos To Go,ambience,91,17,0.8425925925925926
Carisilo's Mexican Restaurant,service,22,4,0.8461538461538461
Casa Vieja,ambience,13,0,1.0
Wink's World Famous Buttermilk Drop Bakery & Bistro,food,111,15,0.8809523809523809
Kawaii Tori Sushi,food,84,5,0.9438202247191011
Delicious Pho,service,18,2,0.9
Trophy Fish,service,39,5,0.8863636363636364
Très Bon Cajun Meats,ambience,10,3,0.7692307692307693
Lamp Post Diner,ambience,82,15,0.845360824742268
Tre Lune,ambience,107,11,0.9067796610169492
New York Bagel Cafe,price,10,11,0.47619047619047616
five points pizza,ambience,10,1,0.9090909090909091
Lazy Gator,food,53,17,0.7571428571428571
Sugarfire Smokehouse - Edwardsville,price,11,1,0.9166666666666666
England Pizza,food,24,10,0.7058823529411765
McDonalds,service,6,7,0.46153846153846156
EL PASO Mexican Grill,food,19,18,0.5135135135135135
Bordeaux,food,84,16,0.84
Japanese Village Sherwood Park,food,13,0,1.0
New York Fish Chicken Gyro,service,7,0,1.0
Lambertville House,ambience,75,11,0.872093023255814
Yokohama Rice Bowl,food,18,6,0.75
Empress of China,food,87,17,0.8365384615384616
Pumpernickles Delicatessen,ambience,30,10,0.75
Little Leon,ambience,18,0,1.0
Franco's Osteria,service,13,4,0.7647058823529411
T&D Vietnamese Noodle House,ambience,20,0,1.0
Torch-Wood Cafe,service,38,4,0.9047619047619048
Jardin Mexican Restaurant,service,4,0,1.0
Ippolito Italian Deli,food,80,8,0.9090909090909091
Fireplace Restaurant,food,10,13,0.43478260869565216
Lucky's Market,ambience,14,7,0.6666666666666666
Ginger Lime,ambience,18,3,0.8571428571428571
El Rincon Bohemio-Goleta,price,4,0,1.0
Abel's Del Real Pub & Grill,price,11,0,1.0
North Quarter Creole,price,0,0,
Julian's Little Italy,ambience,41,3,0.9318181818181818
El Rico Frappe Latino,ambience,7,2,0.7777777777777778
LongHorn Steakhouse,price,77,17,0.8191489361702128
Lime Fresh Mexican Grill,price,7,1,0.875
El Macho Taco,food,47,2,0.9591836734693877
Juice Bar - Green Hills,food,30,6,0.8333333333333334
Islamorada Fish Company Restaurant,service,73,28,0.7227722772277227
Le's Baguette,service,8,0,1.0
Downey's Restaurant,ambience,32,37,0.463768115942029
Ponderosa Steakhouse,service,31,1,0.96875
Franco's,food,34,9,0.7906976744186046
Rosciglione Bakery,service,4,0,1.0
Brawley's Restaurant,ambience,35,19,0.6481481481481481
Rock-n-Sake Bar & Sushi,price,8,5,0.6153846153846154
Ortlieb's,price,22,0,1.0
HARO coffee & chocolate,service,21,3,0.875
Russo's New York Pizzeria - Clearwater,price,23,6,0.7931034482758621
Morty's Comedy Joint,service,65,19,0.7738095238095238
Soda Jerks,food,7,4,0.6363636363636364
Indian Restaurant,price,55,5,0.9166666666666666
Royal Super Buffet,ambience,6,5,0.5454545454545454
Pizza Fusion at Skypoint,service,59,10,0.855072463768116
Glow Juicery,food,8,3,0.7272727272727273
Cocoa Bean,service,4,2,0.6666666666666666
Crown Fried Chicken,service,14,1,0.9333333333333333
La Dominique,price,1,0,1.0
Estralita's Cafe' and Carryout,price,0,0,
Xoom Juice,food,33,3,0.9166666666666666
Tony Luke's,food,48,48,0.5
Dasiwa,ambience,74,7,0.9135802469135802
A Taste of Thailand Restaurant,food,163,25,0.8670212765957447
Marino's Bistro ToGo,price,10,0,1.0
La Fusion ,ambience,15,3,0.8333333333333334
Community Coffee,food,14,2,0.875
Green Eggs Cafe,service,32,12,0.7272727272727273
Bueno's Mexican Cuisine,price,1,0,1.0
Polish Express,price,4,0,1.0
Casa Jose,ambience,4,2,0.6666666666666666
Sundae's Ice Cream & Coffee,service,105,2,0.9813084112149533
Fazoli's,service,47,11,0.8103448275862069
Coffee Beanery,food,1,1,0.5
La Fiesta Mexican Store,price,9,0,1.0
Noodles & Company,price,23,5,0.8214285714285714
Eemaani,service,3,0,1.0
Rambla,ambience,32,7,0.8205128205128205
J Sushi,food,39,5,0.8863636363636364
Golden City Chinese Restaurant,price,10,6,0.625
Chang Bistro,service,2,1,0.6666666666666666
Columbus International Pizza I,food,14,2,0.875
Louisiana Bistro,service,114,16,0.8769230769230769
Basil Fusion Bistro,food,26,3,0.896551724137931
Snack Shack,price,3,1,0.75
Mi Tierra Bonita,ambience,9,1,0.9
Tin Lizard Brewing Company,ambience,33,6,0.8461538461538461
Chuck-A-Rama Buffet,price,11,0,1.0
The Last Stand,ambience,5,1,0.8333333333333334
Malvern Pizza,service,11,2,0.8461538461538461
Sor Ynez,price,2,2,0.5
Cafe Del Rio,price,29,4,0.8787878787878788
El Metate Mexican Grill,ambience,12,2,0.8571428571428571
Taggart's,service,6,2,0.75
Seafood Dive,service,12,1,0.9230769230769231
Top Quality Pizza,food,7,4,0.6363636363636364
Pass & Stow,price,1,0,1.0
Nafi Food Express,food,6,0,1.0
Bowld,service,13,1,0.9285714285714286
Zen Asian Bistro and Bar,service,24,3,0.8888888888888888
The Dish Bistro,price,13,2,0.8666666666666667
The Parrot Cafe,food,5,4,0.5555555555555556
McAlister's Deli,price,38,5,0.8837209302325582
Sarcone’s Bakery,ambience,6,0,1.0
Koi,ambience,27,5,0.84375
Uncle Bud's Catfish Shack,food,8,4,0.6666666666666666
Twisted Cork Grille,price,12,0,1.0
Grindstone Restaurant,price,4,0,1.0
Columbia Restaurant,price,9,4,0.6923076923076923
M&G Cuban Cafe II,service,12,0,1.0
El Paisano Express Food,food,11,0,1.0
Pensare Italian Bistro & Wine Bar,price,12,1,0.9230769230769231
Ten For Thai Esane,price,48,4,0.9230769230769231
Palace of Asia PA,price,8,1,0.8888888888888888
Zelmas Restaurant,price,8,0,1.0
The Dosa Shop,price,1,0,1.0
Fast & Fancy Restaurant,ambience,3,0,1.0
Taqueria Corona,service,36,2,0.9473684210526315
Treehouse Restaurant,service,29,2,0.9354838709677419
Dutch Bros Coffee,service,13,0,1.0
Boyden's Southside Bakery,service,19,0,1.0
Hole in One Donuts - Brandon,service,35,1,0.9722222222222222
Kelch House,food,30,1,0.967741935483871
Down North Pizza,service,16,2,0.8888888888888888
Lone Dawg Cafe,ambience,6,1,0.8571428571428571
Lonchos Street Tacos & Spirits,service,16,3,0.8421052631578947
La Prep,price,0,0,
Matty's Hot Chicken,service,3,2,0.6
Chicken Time,ambience,3,1,0.75
Taste Of New York Pizzeria,price,18,1,0.9473684210526315
Martha's Place,ambience,5,1,0.8333333333333334
Green Papaya Cafe,food,55,3,0.9482758620689655
The Cheese Shack,food,29,3,0.90625
The Slice STL,food,3,0,1.0
3rd Street Cafe,ambience,0,1,0.0
Glow Nutrition,food,6,1,0.8571428571428571
Shrimp Boat,price,15,2,0.8823529411764706
Caribbean Delight,price,9,0,1.0
Angie's Market Cafe,price,8,0,1.0
Maria's Prime Time Bakery,price,6,0,1.0
Sunny Kitchen,service,8,0,1.0
Hungry Pigeon,,86,14,0.86
Saudia Shuler's Country Cookin',,49,20,0.7101449275362319
Fette Sau,,130,35,0.7878787878787878
The Parish,,312,41,0.8838526912181303
Ancora,,77,12,0.8651685393258427
Casta Diva,,25,8,0.7575757575757576
Steak 'Em Up,,8,8,0.5
KC Chinese Rotisserie Restaurant,,8,2,0.8
D'Andrews Bakery & Cafe,,54,2,0.9642857142857143
Baja Burrito,,119,13,0.9015151515151515
KC's Alley,,15,6,0.7142857142857143
Fire Chicken,,17,1,0.9444444444444444
Grille One Sixteen,,34,4,0.8947368421052632
Pizza Domenica,,137,21,0.8670886075949367
Novella Wine Bar,,5,0,1.0
Theo's Neighborhood Pizza,,65,10,0.8666666666666667
Lanna Thai and Sushi Restaurant,,31,6,0.8378378378378378
Antica Italian Restaurant,,39,6,0.8666666666666667
La Citadelle,service,22,7,0.7586206896551724
Edo Japan,,4,1,0.8
The Greathouse,,9,4,0.6923076923076923
Bar Redux,,13,3,0.8125
Zaffron Mediterranean Cuisine,,17,2,0.8947368421052632
The B-Line,,90,10,0.9
Babylon Cafe,,48,5,0.9056603773584906
Banyan Cafe & Catering,,30,3,0.9090909090909091
Mr. Pickle's Sandwich Shop & Catering,,17,2,0.8947368421052632
Fandango's Sports Bar and Grill,,9,3,0.75
Petra Restaurant,,54,4,0.9310344827586207
Outlanders Southern Chicken,,28,2,0.9333333333333333
Nickel Plate Bar & Grill,,23,8,0.7419354838709677
Anastasi Raw Bar,,12,3,0.8
Two Sisters Kitchen,,3,0,1.0
China Spring,,9,1,0.9
Ho-Ho Chinese Restaurant,,7,0,1.0
Andria's Steakhouse,,17,5,0.7727272727272727
Bacon Bitch,,23,1,0.9583333333333334
"Yia, Its All Greek to Me",,27,5,0.84375
The Royale Food & Spirits,,59,15,0.7972972972972973
La Patrona,,3,0,1.0
Taquería La Juquilita,service,9,3,0.75
Briscola,,34,7,0.8292682926829268
Whataburger,service,8,1,0.8888888888888888
Sushi Kingdom,,7,4,0.6363636363636364
Tutti Frutti Breakfast and Lunch,,0,2,0.0
Bagger Dave's Burger Tavern,,12,2,0.8571428571428571
Las Margaritas Restaurant,,7,1,0.875
Beaver Creek Tavern,,22,3,0.88
Max's Seafood Cafe,,40,4,0.9090909090909091
Colbie's Southern Kissed Chicken,food,81,23,0.7788461538461539
Grain of Rice,,7,3,0.7
Joy Garden,,5,2,0.7142857142857143
Acapulco Burrito,,19,5,0.7916666666666666
Fat Juicy Taco,,20,0,1.0
JB's Pour House,,48,11,0.8135593220338984
La Margarita - Carmel,,2,0,1.0
Samurai Blue Sushi and Sake Bar,,14,5,0.7368421052631579
Altamura,,7,3,0.7
Super Chinese Buffet,,4,3,0.5714285714285714
Uncle Julio's,,62,14,0.8157894736842105
Durham Deli,,14,1,0.9333333333333333
Back of the House,,1,0,1.0
Buca di Beppo,,17,7,0.7083333333333334
Chong's Dumpling House,,9,1,0.9
Shawarma on the Run,,14,2,0.875
Tasty Shack,,10,0,1.0
The Dewey Beach Bar & Grill,,20,6,0.7692307692307693
Hoppy's Corned Beef Corner,,5,0,1.0
Gonzo's Sandwich Shop,,29,1,0.9666666666666667
Bollywood Aroma Indian Cuisine,,11,0,1.0
Big T’s Burger Bar,,5,0,1.0
Giuseppe's Italian Pizzeria,,4,0,1.0
Zahav,price,536,55,0.9069373942470389
Italia Mia,food,178,38,0.8240740740740741
Vincenzo Trattoria,service,77,16,0.8279569892473119
Square One Coffee,food,143,28,0.8362573099415205
